C:\WinT,A100\DIL805.PR,O\Data\Def,ormation,\SalimAlha,bsi\Ti64,\Basic file\,058_Compress,ion_Salim_Ti6,4_850_-2,.0_CoolPo,werOff_010_,.asc
No.,Time,Tem.1,DL,Force,Strain,kf (Def.),Phi  (D),Phi* (D),Tem.2,Tem.3,Poti,HF
,s,∞C,µm,N,%,N/mm≤,,1/s,∞C,∞C,mm,%
10704,2048.292236,850,-4650.02,3604.8,46.5,98.2201,0.6332,0.0098,-20,-20,5.6773,33.12
10705,2048.299805,850.1,-4650.24,3604.2,46.5,98.2007,0.6332,0.0096,-20,-20,5.6769,33.18
10706,2048.307617,850.1,-4650.96,3603.9,46.51,98.1799,0.6333,0.0096,-20,-20,5.6765,33.11
10707,2048.31543,850.1,-4651.51,3604.2,46.52,98.1774,0.6334,0.0095,-20,-20,5.6761,33.14
10708,2048.321045,850.1,-4651.57,3605.2,46.52,98.2033,0.6335,0.0097,-20,-20,5.6758,33.3
10709,2048.328857,850,-4651.84,3605.1,46.52,98.1944,0.6335,0.0096,-20,-20,5.6754,33.21
10710,2048.336426,850,-4652.28,3604.5,46.52,98.1709,0.6336,0.0096,-20,-20,5.675,33.29
10711,2048.344238,850,-4652.78,3605.2,46.53,98.181,0.6337,0.0096,-20,-20,5.6746,33.34
10712,2048.350098,850,-4653.06,3604.6,46.53,98.1606,0.6337,0.0097,-20,-20,5.6743,33.35
10713,2048.357666,850,-4653.61,3605.2,46.54,98.1658,0.6338,0.0098,-20,-20,5.6739,33.4
10714,2048.365479,849.9,-4653.77,3604.6,46.54,98.1474,0.6339,0.0098,-20,-20,5.6735,33.38
10715,2048.373047,849.9,-4654.43,3605.6,46.54,98.1621,0.634,0.0099,-20,-20,5.6731,33.27
10716,2048.378906,850,-4654.27,3605.2,46.54,98.1536,0.634,0.0098,-20,-20,5.6728,33.36
10717,2048.386719,849.9,-4654.99,3605.6,46.55,98.152,0.6341,0.01,-20,-20,5.6724,33.39
10718,2048.394287,850,-4655.43,3605.2,46.55,98.1324,0.6342,0.0099,-20,-20,5.672,33.37
10719,2048.4021,850,-4655.76,3605.6,46.56,98.1378,0.6342,0.01,-20,-20,5.6716,33.29
10720,2048.407715,850,-4656.15,3605.2,46.56,98.1192,0.6343,0.01,-20,-20,5.6712,33.3
10721,2048.415527,850,-4656.64,3606,46.57,98.1331,0.6344,0.0099,-20,-20,5.6708,33.33
10722,2048.42334,850,-4657.08,3606.5,46.57,98.1365,0.6345,0.0099,-20,-20,5.6704,33.28
10723,2048.430908,849.8,-4657.36,3606.3,46.57,98.1276,0.6345,0.0098,-20,-20,5.67,33.45
10724,2048.436768,849.9,-4657.47,3606.6,46.57,98.1332,0.6346,0.0099,-20,-20,5.6697,33.51
10725,2048.444336,850,-4658.19,3605.8,46.58,98.097,0.6347,0.0098,-20,-20,5.6693,33.45
10726,2048.452148,850,-4658.35,3606.6,46.58,98.117,0.6347,0.0099,-20,-20,5.6689,33.37
10727,2048.458008,849.9,-4658.74,3606.9,46.59,98.1175,0.6348,0.0098,-20,-20,5.6687,33.42
10728,2048.465576,850,-4659.12,3607.3,46.59,98.1219,0.6349,0.0098,-20,-20,5.6682,33.32
10729,2048.473389,850.1,-4659.56,3606.6,46.6,98.0947,0.6349,0.0099,-20,-20,5.6679,33.22
10730,2048.480957,850.2,-4659.79,3607.2,46.6,98.1059,0.635,0.0098,-20,-20,5.6674,33.17
10731,2048.48877,850.2,-4660.5,3607.5,46.61,98.1004,0.6351,0.0099,-20,-20,5.667,33.22
10732,2048.494385,850.1,-4660.45,3606.2,46.6,98.067,0.6351,0.0097,-20,-20,5.6668,33.11
10733,2048.502197,850.2,-4661.33,3607.3,46.61,98.0814,0.6353,0.0098,-20,-20,5.6663,33.1
10734,2048.509766,850.2,-4661.72,3607.2,46.62,98.0705,0.6354,0.0096,-20,-20,5.6659,33.05
10735,2048.517578,850.1,-4661.94,3607.5,46.62,98.0741,0.6354,0.0096,-20,-20,5.6655,33.2
10736,2048.523193,850.2,-4662.16,3607.9,46.62,98.0815,0.6354,0.0094,-20,-20,5.6652,33.19
10737,2048.531006,850.1,-4662.6,3607.9,46.63,98.0734,0.6355,0.0095,-20,-20,5.6648,33.12
10738,2048.538574,850.1,-4662.82,3607.7,46.63,98.0655,0.6356,0.0094,-20,-20,5.6644,33.29
10739,2048.546387,850.1,-4663.1,3607.3,46.63,98.049,0.6356,0.0096,-20,-20,5.664,33.16
10740,2048.552246,849.9,-4663.48,3608.6,46.63,98.0763,0.6357,0.0097,-20,-20,5.6637,33.31
10741,2048.559814,849.9,-4663.76,3608,46.64,98.0559,0.6357,0.0098,-20,-20,5.6633,33.35
10742,2048.567627,850,-4664.48,3608.6,46.64,98.0581,0.6359,0.0097,-20,-20,5.6629,33.41
10743,2048.575195,849.9,-4664.86,3609.6,46.65,98.0777,0.6359,0.0098,-20,-20,5.6625,33.34
10744,2048.581055,849.9,-4665.19,3608.7,46.65,98.0487,0.636,0.0098,-20,-20,5.6622,33.29
10745,2048.588867,850,-4665.63,3608.6,46.66,98.0368,0.6361,0.0099,-20,-20,5.6618,33.38
10746,2048.596436,850,-4666.24,3609,46.66,98.0371,0.6362,0.0098,-20,-20,5.6614,33.39
10747,2048.602295,850,-4666.13,3609.4,46.66,98.0506,0.6362,0.0096,-20,-20,5.6611,33.2
10748,2048.609863,850,-4666.85,3609.3,46.67,98.0336,0.6363,0.0097,-20,-20,5.6607,33.26
10749,2048.617676,850,-4666.96,3610.4,46.67,98.0621,0.6363,0.0095,-20,-20,5.6603,33.29
10750,2048.625488,849.9,-4667.45,3610.5,46.67,98.0568,0.6364,0.0098,-20,-20,5.6599,33.33
10751,2048.631104,849.9,-4667.12,3609.8,46.67,98.0438,0.6364,0.0096,-20,-20,5.6596,33.31
10752,2048.638916,850,-4668.06,3610.1,46.68,98.0342,0.6365,0.0098,-20,-20,5.6592,33.38
10753,2048.646484,850,-4668.72,3611.8,46.69,98.0679,0.6367,0.0096,-20,-20,5.6588,33.23
10754,2048.654297,850,-4669,3610.7,46.69,98.0322,0.6367,0.0099,-20,-20,5.6584,33.32
10755,2048.660156,850,-4669.16,3611.1,46.69,98.0407,0.6367,0.0099,-20,-20,5.6581,33.33
10756,2048.667725,850,-4669.44,3611.4,46.69,98.0432,0.6368,0.0099,-20,-20,5.6577,33.25
10757,2048.675537,850,-4670.1,3611.5,46.7,98.0349,0.6369,0.0098,-20,-20,5.6573,33.24
10758,2048.683105,850,-4670.76,3611.7,46.71,98.0265,0.637,0.0098,-20,-20,5.6569,33.22
10759,2048.688965,850,-4670.93,3610.8,46.71,98.0006,0.6371,0.01,-20,-20,5.6566,33.29
10760,2048.696777,850,-4671.04,3610.8,46.71,97.9985,0.6371,0.0097,-20,-20,5.6562,33.34
10761,2048.704346,849.9,-4671.48,3611.8,46.71,98.0172,0.6372,0.0097,-20,-20,5.6558,33.32
10762,2048.712158,849.9,-4671.92,3611.3,46.72,97.9938,0.6373,0.0096,-20,-20,5.6554,33.3
10763,2048.718018,849.9,-4672.2,3612.9,46.72,98.0345,0.6373,0.0097,-20,-20,5.6551,33.5
10764,2048.725586,849.9,-4672.53,3611.7,46.73,97.9941,0.6374,0.0099,-20,-20,5.6547,33.48
10765,2048.733398,849.8,-4672.69,3611.7,46.73,97.991,0.6374,0.0098,-20,-20,5.6543,33.44
10766,2048.740967,849.9,-4673.63,3612.5,46.74,97.9967,0.6376,0.0099,-20,-20,5.6539,33.47
10767,2048.746826,850,-4673.74,3611.3,46.74,97.9603,0.6376,0.0097,-20,-20,5.6536,33.37
10768,2048.754639,850,-4674.35,3611.7,46.74,97.9606,0.6377,0.01,-20,-20,5.6532,33.37
10769,2048.762207,850,-4674.68,3611.7,46.75,97.9545,0.6378,0.0098,-20,-20,5.6528,33.35
10770,2048.768066,850,-4674.74,3612.8,46.75,97.984,0.6378,0.01,-20,-20,5.6525,33.39
10771,2048.775635,850,-4675.51,3612.1,46.76,97.9507,0.6379,0.0097,-20,-20,5.6521,33.33
10772,2048.783447,850,-4675.62,3613.2,46.76,97.9792,0.638,0.0099,-20,-20,5.6517,33.33
10773,2048.79126,850,-4676,3613.9,46.76,97.9912,0.638,0.0098,-20,-20,5.6513,33.33
10774,2048.798828,850,-4676.28,3613.2,46.76,97.967,0.6381,0.0097,-20,-20,5.6509,33.29
10775,2048.804688,850,-4676.94,3613.1,46.77,97.951,0.6382,0.0098,-20,-20,5.6506,33.34
10776,2048.812256,850,-4676.94,3613.8,46.77,97.9701,0.6382,0.0095,-20,-20,5.6502,33.36
10777,2048.820068,850,-4677.82,3615.2,46.78,97.992,0.6384,0.01,-20,-20,5.6498,33.33
10778,2048.825928,850,-4677.55,3613.9,46.78,97.9628,0.6383,0.0096,-20,-20,5.6495,33.29
10779,2048.833496,850,-4678.49,3613.8,46.78,97.9417,0.6385,0.01,-20,-20,5.6491,33.24
10780,2048.841309,850,-4678.87,3614.6,46.79,97.9575,0.6386,0.0096,-20,-20,5.6487,33.29
10781,2048.848877,850.1,-4679.15,3614.2,46.79,97.941,0.6386,0.0098,-20,-20,5.6483,33.15
10782,2048.854736,850.1,-4679.54,3614.3,46.8,97.9377,0.6387,0.0097,-20,-20,5.648,33.2
10783,2048.862549,850.1,-4679.37,3615.3,46.79,97.9674,0.6387,0.0097,-20,-20,5.6476,33.2
10784,2048.870117,850.1,-4680.2,3614.6,46.8,97.9331,0.6388,0.0096,-20,-20,5.6472,33.23
10785,2048.87793,850,-4680.47,3615.5,46.8,97.9509,0.6389,0.0096,-20,-20,5.6468,33.39
10786,2048.883545,850,-4681.02,3614.8,46.81,97.9217,0.639,0.0097,-20,-20,5.6465,33.22
10787,2048.891357,850,-4681.36,3615.5,46.81,97.9347,0.639,0.0097,-20,-20,5.6461,33.34
10788,2048.898926,849.9,-4681.69,3616.9,46.82,97.9667,0.6391,0.0096,-20,-20,5.6457,33.32
10789,2048.906738,849.9,-4681.96,3616,46.82,97.9387,0.6392,0.0097,-20,-20,5.6453,33.38
10790,2048.912598,849.9,-4682.4,3617,46.82,97.9573,0.6392,0.0096,-20,-20,5.645,33.45
10791,2048.920166,849.9,-4682.68,3617.6,46.83,97.9675,0.6393,0.0099,-20,-20,5.6446,33.38
10792,2048.927979,850,-4683.18,3617,46.83,97.9431,0.6394,0.01,-20,-20,5.6442,33.38
10793,2048.935547,850,-4683.18,3618.1,46.83,97.9736,0.6394,0.0099,-20,-20,5.6438,33.38
10794,2048.941406,850,-4684.39,3617.2,46.84,97.9245,0.6396,0.01,-20,-20,5.6434,33.35
10795,2048.949219,850,-4683.95,3618.6,46.84,97.9708,0.6395,0.0098,-20,-20,5.643,33.24
10796,2048.956787,849.9,-4684.89,3618.9,46.85,97.9611,0.6397,0.0101,-20,-20,5.6426,33.48
10797,2048.9646,850,-4685.05,3619,46.85,97.9619,0.6397,0.0098,-20,-20,5.6422,33.26
10798,2048.970215,850,-4685.27,3620.3,46.85,97.9921,0.6398,0.01,-20,-20,5.6419,33.42
10799,2048.978027,850,-4685.93,3620.1,46.86,97.9761,0.6399,0.0097,-20,-20,5.6415,33.48
10800,2048.985596,850,-4686.38,3621.2,46.86,97.9984,0.64,0.0097,-20,-20,5.6411,33.41
10801,2048.993408,850,-4686.71,3622.1,46.87,98.0152,0.64,0.0096,-20,-20,5.6407,33.33
10802,2048.999268,850,-4686.82,3621.5,46.87,97.9979,0.6401,0.0095,-20,-20,5.6404,33.3
10803,2049.006836,850,-4687.15,3621.7,46.87,97.9956,0.6401,0.0095,-20,-20,5.64,33.32
10804,2049.014648,850,-4687.7,3622.7,46.88,98.0121,0.6402,0.0094,-20,-20,5.6396,33.35
10805,2049.022217,849.9,-4687.98,3622.4,46.88,97.9994,0.6403,0.0094,-20,-20,5.6392,33.49
10806,2049.028076,849.9,-4688.53,3622.8,46.89,98.0006,0.6404,0.0096,-20,-20,5.6389,33.48
10807,2049.035889,849.9,-4688.64,3623.2,46.89,98.01,0.6404,0.0095,-20,-20,5.6385,33.39
10808,2049.043457,849.9,-4688.97,3623.5,46.89,98.0115,0.6405,0.0098,-20,-20,5.6381,33.51
10809,2049.049316,849.9,-4689.41,3624.5,46.89,98.03,0.6406,0.0096,-20,-20,5.6378,33.43
10810,2049.056885,850,-4689.52,3623.6,46.9,98.0051,0.6406,0.01,-20,-20,5.6374,33.36
10811,2049.064697,850,-4690.29,3623.5,46.9,97.9871,0.6407,0.0099,-20,-20,5.637,33.36
10812,2049.072266,850.1,-4690.68,3623.6,46.91,97.9838,0.6408,0.0101,-20,-20,5.6366,33.28
10813,2049.078125,850.2,-4691.06,3623.5,46.91,97.9728,0.6409,0.01,-20,-20,5.6363,33.17
10814,2049.085938,850,-4691.23,3622.9,46.91,97.9546,0.6409,0.0099,-20,-20,5.6359,33.35
10815,2049.093506,850.1,-4692.11,3622.2,46.92,97.9193,0.6411,0.01,-20,-20,5.6355,33.17
10816,2049.101318,850.1,-4692.11,3623.2,46.92,97.9459,0.6411,0.0097,-20,-20,5.6351,33.12
10817,2049.108887,850,-4692.72,3622.1,46.93,97.9043,0.6412,0.01,-20,-20,5.6347,33.33
10818,2049.114746,850,-4692.66,3622.4,46.93,97.9129,0.6412,0.0097,-20,-20,5.6344,33.27
10819,2049.122314,850.1,-4693.38,3622.5,46.93,97.9035,0.6413,0.0099,-20,-20,5.634,33.32
10820,2049.130127,850.1,-4693.6,3623.5,46.94,97.926,0.6413,0.0096,-20,-20,5.6336,33.28
10821,2049.135986,850,-4693.99,3623.2,46.94,97.9113,0.6414,0.01,-20,-20,5.6333,33.34
10822,2049.143555,850.1,-4694.1,3622.7,46.94,97.894,0.6414,0.0098,-20,-20,5.6329,33.27
10823,2049.151367,850,-4694.71,3622.2,46.95,97.8714,0.6416,0.01,-20,-20,5.6325,33.43
10824,2049.158936,849.9,-4695.31,3623.1,46.95,97.883,0.6417,0.01,-20,-20,5.6321,33.47
10825,2049.164795,849.9,-4695.2,3623.9,46.95,97.9079,0.6416,0.01,-20,-20,5.6318,33.45
10826,2049.172607,849.8,-4696.31,3623.5,46.96,97.8761,0.6419,0.01,-20,-20,5.6314,33.44
10827,2049.180176,849.9,-4696.47,3624.5,46.96,97.8997,0.6419,0.0099,-20,-20,5.631,33.48
10828,2049.187988,850,-4696.69,3623.8,46.97,97.8766,0.6419,0.0098,-20,-20,5.6306,33.48
10829,2049.193604,849.9,-4697.19,3624.1,46.97,97.875,0.642,0.0097,-20,-20,5.6303,33.31
10830,2049.201416,849.9,-4697.46,3624.8,46.97,97.889,0.6421,0.0096,-20,-20,5.6299,33.45
10831,2049.208984,850,-4697.57,3624.8,46.98,97.8869,0.6421,0.0095,-20,-20,5.6295,33.53
10832,2049.216797,849.9,-4698.29,3625.9,46.98,97.9041,0.6422,0.0096,-20,-20,5.6291,33.45
10833,2049.222656,849.9,-4698.46,3625.9,46.98,97.901,0.6423,0.0095,-20,-20,5.6288,33.49
10834,2049.230225,849.9,-4698.9,3625.8,46.99,97.8891,0.6423,0.0095,-20,-20,5.6284,33.54
10835,2049.238037,849.8,-4698.95,3627.2,46.99,97.9261,0.6424,0.0095,-20,-20,5.628,33.5
10836,2049.245605,849.9,-4699.67,3626.7,47,97.9014,0.6425,0.0097,-20,-20,5.6276,33.59
10837,2049.251465,850,-4700,3627.4,47,97.9143,0.6426,0.0097,-20,-20,5.6273,33.56
10838,2049.259033,850.1,-4700.28,3626.7,47,97.8902,0.6426,0.0099,-20,-20,5.6269,33.21
10839,2049.266846,850.2,-4700.66,3628,47.01,97.9173,0.6427,0.0098,-20,-20,5.6265,33.14
10840,2049.274658,850.3,-4701.22,3628.1,47.01,97.9109,0.6428,0.0099,-20,-20,5.6261,33.02
10841,2049.280273,850.2,-4701.6,3627,47.02,97.8734,0.6429,0.0099,-20,-20,5.6258,33.03
10842,2049.288086,850.2,-4701.82,3628.6,47.02,97.9111,0.6429,0.01,-20,-20,5.6254,33.07
10843,2049.295654,850.2,-4702.04,3627.9,47.02,97.888,0.6429,0.01,-20,-20,5.625,33.01
10844,2049.303467,850.1,-4702.87,3628.6,47.03,97.8917,0.6431,0.0098,-20,-20,5.6246,33.15
10845,2049.309082,850.1,-4703.31,3628,47.03,97.8683,0.6432,0.0099,-20,-20,5.6243,33.22
10846,2049.316895,850,-4703.2,3628.7,47.03,97.8894,0.6432,0.0097,-20,-20,5.6239,33.32
10847,2049.324463,850,-4703.64,3627.9,47.04,97.8584,0.6432,0.0099,-20,-20,5.6235,33.29
10848,2049.332275,850,-4704.03,3627.9,47.04,97.8513,0.6433,0.0096,-20,-20,5.6231,33.19
10849,2049.338135,850,-4704.52,3628,47.05,97.8459,0.6434,0.0097,-20,-20,5.6228,33.28
10850,2049.345703,850,-4704.86,3628.3,47.05,97.8474,0.6435,0.0095,-20,-20,5.6224,33.25
10851,2049.353516,850,-4705.13,3627.4,47.05,97.8195,0.6435,0.0095,-20,-20,5.622,33.27
10852,2049.361084,850,-4706.07,3627.9,47.06,97.8136,0.6437,0.0095,-20,-20,5.6216,33.36
10853,2049.366943,850,-4705.68,3626.9,47.06,97.7942,0.6436,0.0094,-20,-20,5.6213,33.46
10854,2049.374512,849.9,-4706.4,3628,47.06,97.8113,0.6438,0.0094,-20,-20,5.6209,33.38
10855,2049.382324,850,-4706.79,3626.6,47.07,97.7662,0.6438,0.0092,-20,-20,5.6205,33.33
10856,2049.388184,850,-4707.01,3626.6,47.07,97.7621,0.6439,0.0096,-20,-20,5.6202,33.32
10857,2049.395752,849.9,-4707.28,3625.6,47.07,97.7305,0.6439,0.0093,-20,-20,5.6199,33.31
10858,2049.403564,850,-4707.61,3627.2,47.08,97.7661,0.644,0.0097,-20,-20,5.6195,33.29
10859,2049.411133,849.9,-4707.5,3627.7,47.08,97.7833,0.644,0.0094,-20,-20,5.6191,33.4
10860,2049.416992,850,-4708.44,3627,47.08,97.747,0.6441,0.0098,-20,-20,5.6188,33.37
10861,2049.424805,850,-4709.27,3627,47.09,97.7317,0.6443,0.0097,-20,-20,5.6184,33.48
10862,2049.432373,850,-4709.1,3627.3,47.09,97.7424,0.6443,0.0099,-20,-20,5.618,33.44
10863,2049.440186,850,-4709.66,3627.2,47.1,97.7284,0.6444,0.0097,-20,-20,5.6176,33.27
10864,2049.447754,850,-4710.1,3628.7,47.1,97.7619,0.6445,0.0098,-20,-20,5.6172,33.32
10865,2049.453613,849.9,-4710.59,3627.9,47.11,97.73,0.6446,0.0097,-20,-20,5.6169,33.38
10866,2049.461182,849.9,-4710.43,3627.3,47.1,97.7179,0.6445,0.0098,-20,-20,5.6165,33.36
10867,2049.468994,849.9,-4711.15,3627.9,47.11,97.7198,0.6447,0.0099,-20,-20,5.6161,33.4
10868,2049.474854,849.9,-4711.2,3627.9,47.11,97.7188,0.6447,0.0096,-20,-20,5.6158,33.42
10869,2049.482422,850,-4712.08,3628.6,47.12,97.7214,0.6448,0.0097,-20,-20,5.6154,33.28
10870,2049.490234,849.9,-4712.03,3627.9,47.12,97.7035,0.6448,0.0096,-20,-20,5.615,33.32
10871,2049.497803,849.9,-4712.47,3628.1,47.12,97.7029,0.6449,0.0097,-20,-20,5.6146,33.44
10872,2049.503662,850,-4712.85,3629,47.13,97.7185,0.645,0.0096,-20,-20,5.6143,33.4
10873,2049.51123,849.9,-4713.52,3629.1,47.14,97.7101,0.6451,0.0097,-20,-20,5.6139,33.56
10874,2049.519043,850,-4713.63,3629.7,47.14,97.7232,0.6451,0.0096,-20,-20,5.6135,33.4
10875,2049.526611,849.9,-4714.18,3629.6,47.14,97.7092,0.6452,0.0096,-20,-20,5.6131,33.35
10876,2049.532471,849.9,-4714.29,3629.8,47.14,97.7148,0.6452,0.0096,-20,-20,5.6128,33.41
10877,2049.540283,850,-4714.9,3630.8,47.15,97.7301,0.6454,0.0094,-20,-20,5.6124,33.4
10878,2049.547852,850,-4714.95,3631.5,47.15,97.748,0.6454,0.0095,-20,-20,5.612,33.32
10879,2049.555664,849.9,-4715.34,3631.4,47.15,97.7371,0.6454,0.0095,-20,-20,5.6116,33.44
10880,2049.561279,850,-4715.78,3630.5,47.16,97.7062,0.6455,0.0095,-20,-20,5.6113,33.39
10881,2049.569092,850,-4716.44,3630.5,47.16,97.6939,0.6457,0.0096,-20,-20,5.6109,33.24
10882,2049.57666,850.1,-4716.33,3630.7,47.16,97.6998,0.6456,0.0094,-20,-20,5.6105,33.24
10883,2049.584473,850,-4717.21,3631.8,47.17,97.7138,0.6458,0.0097,-20,-20,5.6101,33.16
10884,2049.590332,850.1,-4717.21,3631.8,47.17,97.7138,0.6458,0.0095,-20,-20,5.6098,33.19
10885,2049.5979,850,-4717.6,3632.1,47.18,97.7142,0.6459,0.0097,-20,-20,5.6094,33.34
10886,2049.605713,850,-4717.88,3632.1,47.18,97.7091,0.6459,0.0097,-20,-20,5.609,33.38
10887,2049.613281,850.1,-4718.43,3632.2,47.18,97.7027,0.646,0.0097,-20,-20,5.6086,33.3
10888,2049.619141,850,-4718.92,3631.5,47.19,97.6745,0.6461,0.0097,-20,-20,5.6083,33.34
10889,2049.626709,850,-4718.76,3632.1,47.19,97.6927,0.6461,0.0097,-20,-20,5.6079,33.31
10890,2049.634521,849.9,-4719.59,3632.8,47.2,97.6964,0.6463,0.0099,-20,-20,5.6075,33.4
10891,2049.642334,849.9,-4720.25,3632.4,47.2,97.6728,0.6464,0.0097,-20,-20,5.6071,33.4
10892,2049.647949,849.9,-4720.19,3633.9,47.2,97.7154,0.6464,0.0098,-20,-20,5.6068,33.37
10893,2049.655762,849.9,-4720.58,3633.2,47.21,97.6894,0.6464,0.0098,-20,-20,5.6064,33.39
10894,2049.66333,850,-4720.91,3633.1,47.21,97.6794,0.6465,0.0098,-20,-20,5.606,33.37
10895,2049.671143,850,-4721.68,3633.9,47.22,97.6879,0.6466,0.0098,-20,-20,5.6056,33.41
10896,2049.677002,850,-4721.35,3634.1,47.21,97.6978,0.6466,0.0099,-20,-20,5.6053,33.26
10897,2049.68457,850.1,-4721.96,3633.9,47.22,97.6828,0.6467,0.01,-20,-20,5.6049,33.18
10898,2049.692383,850.1,-4722.78,3634.5,47.23,97.6826,0.6469,0.01,-20,-20,5.6045,33.24
10899,2049.699951,850,-4723.01,3635.2,47.23,97.6974,0.6469,0.01,-20,-20,5.6041,33.26
10900,2049.705811,850.2,-4723.17,3635.6,47.23,97.7057,0.6469,0.0099,-20,-20,5.6038,33.14
10901,2049.713379,850.1,-4723.67,3634.9,47.24,97.6776,0.647,0.01,-20,-20,5.6034,33.17
10902,2049.721191,850,-4724.11,3635.5,47.24,97.6845,0.6471,0.0099,-20,-20,5.603,33.21
10903,2049.727051,850,-4724.5,3635,47.24,97.6661,0.6472,0.0099,-20,-20,5.6027,33.22
10904,2049.734619,849.9,-4724.38,3636.2,47.24,97.6984,0.6472,0.0099,-20,-20,5.6023,33.4
10905,2049.742432,849.9,-4725.32,3635.5,47.25,97.6621,0.6473,0.0098,-20,-20,5.6019,33.43
10906,2049.75,849.9,-4725.93,3635.3,47.26,97.6471,0.6475,0.0096,-20,-20,5.6015,33.38
10907,2049.757813,849.9,-4725.82,3635.2,47.26,97.6453,0.6474,0.0097,-20,-20,5.6011,33.39
10908,2049.763428,849.9,-4726.15,3636.7,47.26,97.6808,0.6475,0.0096,-20,-20,5.6008,33.49
10909,2049.77124,850,-4726.59,3636.4,47.27,97.665,0.6476,0.0096,-20,-20,5.6004,33.47
10910,2049.778809,850,-4726.87,3636.7,47.27,97.6675,0.6476,0.0096,-20,-20,5.6,33.36
10911,2049.786621,850,-4727.36,3636.9,47.27,97.6621,0.6477,0.0096,-20,-20,5.5996,33.43
10912,2049.792236,849.9,-4727.86,3637.3,47.28,97.6642,0.6478,0.0097,-20,-20,5.5994,33.4
10913,2049.800049,849.9,-4727.97,3636.9,47.28,97.6509,0.6478,0.0096,-20,-20,5.599,33.46
10914,2049.807861,849.9,-4728.41,3637,47.28,97.6464,0.6479,0.0096,-20,-20,5.5986,33.38
10915,2049.81543,850,-4729.02,3636.2,47.29,97.6125,0.648,0.0096,-20,-20,5.5982,33.41
10916,2049.821289,849.9,-4729.18,3635.7,47.29,97.5981,0.6481,0.0096,-20,-20,5.5979,33.39
10917,2049.828857,850,-4729.4,3636.9,47.29,97.6243,0.6481,0.0098,-20,-20,5.5975,33.28
10918,2049.83667,850.1,-4729.85,3637.2,47.3,97.6237,0.6482,0.0096,-20,-20,5.5971,33.31
10919,2049.842529,850,-4730.4,3637.2,47.3,97.6135,0.6483,0.0098,-20,-20,5.5968,33.31
10920,2049.850098,850.1,-4730.67,3637.4,47.31,97.6159,0.6484,0.0096,-20,-20,5.5964,33.31
10921,2049.85791,850,-4730.95,3636.7,47.31,97.5919,0.6484,0.0099,-20,-20,5.596,33.31
10922,2049.865479,850.1,-4731.5,3636.4,47.32,97.5741,0.6485,0.0097,-20,-20,5.5956,33.11
10923,2049.871338,850,-4731.56,3636.4,47.32,97.5731,0.6485,0.0098,-20,-20,5.5953,33.31
10924,2049.878906,850,-4732.11,3636.6,47.32,97.5667,0.6486,0.0099,-20,-20,5.5949,33.34
10925,2049.886719,849.9,-4732.22,3637.3,47.32,97.5835,0.6486,0.0099,-20,-20,5.5945,33.37
10926,2049.894531,849.8,-4733.32,3638,47.33,97.5819,0.6489,0.0101,-20,-20,5.5941,33.41
10927,2049.900146,849.9,-4732.99,3637.4,47.33,97.573,0.6488,0.0098,-20,-20,5.5939,33.43
10928,2049.907959,850,-4733.82,3637,47.34,97.5463,0.649,0.01,-20,-20,5.5935,33.37
10929,2049.915527,850.1,-4734.26,3637.9,47.34,97.5608,0.649,0.0097,-20,-20,5.5931,33.28
10930,2049.92334,850,-4734.59,3637.2,47.35,97.5358,0.6491,0.0099,-20,-20,5.5927,33.34
10931,2049.929199,850,-4734.65,3636.7,47.35,97.5234,0.6491,0.0097,-20,-20,5.5924,33.35
10932,2049.936768,850,-4734.92,3638.4,47.35,97.5636,0.6492,0.0097,-20,-20,5.592,33.3
10933,2049.94458,850,-4735.64,3638.7,47.36,97.5579,0.6493,0.0098,-20,-20,5.5916,33.33
10934,2049.952148,850.1,-4735.91,3638.3,47.36,97.5415,0.6493,0.0098,-20,-20,5.5912,33.25
10935,2049.958008,850.1,-4736.02,3637.7,47.36,97.5243,0.6494,0.0099,-20,-20,5.5909,33.16
10936,2049.965576,850.1,-4736.63,3638.7,47.37,97.5395,0.6495,0.0099,-20,-20,5.5905,33.27
10937,2049.973389,850.1,-4737.02,3640.1,47.37,97.5701,0.6496,0.0099,-20,-20,5.5901,33.31
10938,2049.980957,850.1,-4737.57,3639.8,47.38,97.5523,0.6497,0.01,-20,-20,5.5897,33.23
10939,2049.986816,850.1,-4737.57,3642.5,47.38,97.624,0.6497,0.0099,-20,-20,5.5894,33.18
10940,2049.994629,850.1,-4738.07,3641.9,47.38,97.5997,0.6498,0.01,-20,-20,5.589,33.3
10941,2050.002197,850.1,-4738.67,3642.8,47.39,97.611,0.6499,0.0098,-20,-20,5.5886,33.36
10942,2050.01001,850,-4739.11,3642.9,47.39,97.6066,0.65,0.0097,-20,-20,5.5881,33.21
10943,2050.015869,850.1,-4739.56,3642.5,47.4,97.5871,0.65,0.0096,-20,-20,5.5878,33.29
10944,2050.023438,850.1,-4739.56,3643.3,47.4,97.6098,0.65,0.0095,-20,-20,5.5875,33.23
10945,2050.03125,850,-4739.94,3643.2,47.4,97.5988,0.6501,0.0094,-20,-20,5.5871,33.28
10946,2050.038818,850.2,-4740.27,3642.8,47.4,97.5814,0.6502,0.0093,-20,-20,5.5867,33.28
10947,2050.044678,850.1,-4740.6,3641.7,47.41,97.5451,0.6502,0.0094,-20,-20,5.5864,33.29
